蛍光灯/電球,sampleです,667,sample,1,1,1,1,100000,1,1
天井照明,sampleです,668,sample,1,1,1,1,100000,1,1
布団/毛布,sampleです,671,sample,1,1,1,1,100000,1,1
枕,sampleです,672,sample,1,1,1,1,100000,1,1
ごみ箱,sampleです,675,sample,1,1,1,1,100000,1,1
ウェルカムボード,sampleです,676,sample,1,1,1,1,100000,1,1
正月,sampleです,698,sample,1,1,1,1,100000,1,1
成人式,sampleです,699,sample,1,1,1,1,100000,1,1
文学/小説,sampleです,714,sample,1,1,1,1,100000,1,1
人文/社会,sampleです,715,sample,1,1,1,1,100000,1,1
全巻セット,sampleです,728,sample,1,1,1,1,100000,1,1
少年漫画,sampleです,729,sample,1,1,1,1,100000,1,1
アート/エンタメ/ホビー,sampleです,735,sample,1,1,1,1,100000,1,1
ファッション,sampleです,736,sample,1,1,1,1,100000,1,1
邦楽,sampleです,740,sample,1,1,1,1,100000,1,1
洋楽,sampleです,741,sample,1,1,1,1,100000,1,1
外国映画,sampleです,747,sample,1,1,1,1,100000,1,1
日本映画,sampleです,748,sample,1,1,1,1,100000,1,1
邦楽,sampleです,756,sample,1,1,1,1,100000,1,1
洋楽,sampleです,757,sample,1,1,1,1,100000,1,1
家庭用ゲーム本体,sampleです,759,sample,1,1,1,1,100000,1,1
家庭用ゲームソフト,sampleです,760,sample,1,1,1,1,100000,1,1
キャラクターグッズ,sampleです,765,sample,1,1,1,1,100000,1,1
ぬいぐるみ,sampleです,766,sample,1,1,1,1,100000,1,1
アイドル,sampleです,775,sample,1,1,1,1,100000,1,1
ミュージシャン,sampleです,776,sample,1,1,1,1,100000,1,1
ストラップ,sampleです,780,sample,1,1,1,1,100000,1,1
キーホルダー,sampleです,781,sample,1,1,1,1,100000,1,1
遊戯王,sampleです,788,sample,1,1,1,1,100000,1,1
マジック：ザ・ギャザリング,sampleです,789,sample,1,1,1,1,100000,1,1
コミック/アニメ,sampleです,802,sample,1,1,1,1,100000,1,1
特撮,sampleです,803,sample,1,1,1,1,100000,1,1
エレキギター,sampleです,810,sample,1,1,1,1,100000,1,1
アコースティックギター,sampleです,811,sample,1,1,1,1,100000,1,1
武具,sampleです,825,sample,1,1,1,1,100000,1,1
使用済切手/官製はがき,sampleです,826,sample,1,1,1,1,100000,1,1
トイガン,sampleです,831,sample,1,1,1,1,100000,1,1
個人装備,sampleです,832,sample,1,1,1,1,100000,1,1
陶芸,sampleです,834,sample,1,1,1,1,100000,1,1
ガラス,sampleです,835,sample,1,1,1,1,100000,1,1
画材,sampleです,844,sample,1,1,1,1,100000,1,1
額縁,sampleです,845,sample,1,1,1,1,100000,1,1
トランプ/UNO,sampleです,847,sample,1,1,1,1,100000,1,1
カルタ/百人一首,sampleです,848,sample,1,1,1,1,100000,1,1
ファンデーション,sampleです,866,sample,1,1,1,1,100000,1,1
化粧下地,sampleです,867,sample,1,1,1,1,100000,1,1
アイシャドウ,sampleです,875,sample,1,1,1,1,100000,1,1
口紅,sampleです,876,sample,1,1,1,1,100000,1,1
ネイルカラー,sampleです,891,sample,1,1,1,1,100000,1,1
カラージェル,sampleです,892,sample,1,1,1,1,100000,1,1
香水(女性用),sampleです,900,sample,1,1,1,1,100000,1,1
香水(男性用),sampleです,901,sample,1,1,1,1,100000,1,1
化粧水/ローション,sampleです,905,sample,1,1,1,1,100000,1,1
乳液/ミルク,sampleです,906,sample,1,1,1,1,100000,1,1
シャンプー,sampleです,919,sample,1,1,1,1,100000,1,1
トリートメント,sampleです,920,sample,1,1,1,1,100000,1,1
オイル/クリーム,sampleです,927,sample,1,1,1,1,100000,1,1
ハンドクリーム,sampleです,928,sample,1,1,1,1,100000,1,1
口臭防止/エチケット用品,sampleです,936,sample,1,1,1,1,100000,1,1
歯ブラシ,sampleです,937,sample,1,1,1,1,100000,1,1
エッセンシャルオイル,sampleです,939,sample,1,1,1,1,100000,1,1
芳香器,sampleです,940,sample,1,1,1,1,100000,1,1
ダイエット食品,sampleです,945,sample,1,1,1,1,100000,1,1
エクササイズ用品,sampleです,946,sample,1,1,1,1,100000,1,1
健康用品,sampleです,950,sample,1,1,1,1,100000,1,1
看護/介護用品,sampleです,951,sample,1,1,1,1,100000,1,1
スマートフォン本体,sampleです,954,sample,1,1,1,1,100000,1,1
バッテリー/充電器,sampleです,955,sample,1,1,1,1,100000,1,1
Android用ケース,sampleです,959,sample,1,1,1,1,100000,1,1
iPhone用ケース,sampleです,960,sample,1,1,1,1,100000,1,1
タブレット,sampleです,967,sample,1,1,1,1,100000,1,1
ノートPC,sampleです,968,sample,1,1,1,1,100000,1,1
デジタルカメラ,sampleです,975,sample,1,1,1,1,100000,1,1
ビデオカメラ,sampleです,976,sample,1,1,1,1,100000,1,1
テレビ,sampleです,982,sample,1,1,1,1,100000,1,1
プロジェクター,sampleです,983,sample,1,1,1,1,100000,1,1
ポータブルプレーヤー,sampleです,990,sample,1,1,1,1,100000,1,1
イヤフォン,sampleです,991,sample,1,1,1,1,100000,1,1
ヘアドライヤー,sampleです,998,sample,1,1,1,1,100000,1,1
ヘアアイロン,sampleです,999,sample,1,1,1,1,100000,1,1
エアコン,sampleです,1004,sample,1,1,1,1,100000,1,1
空気清浄器,sampleです,1005,sample,1,1,1,1,100000,1,1
冷蔵庫,sampleです,1017,sample,1,1,1,1,100000,1,1
洗濯機,sampleです,1018,sample,1,1,1,1,100000,1,1
その他,sampleです,1028,sample,1,1,1,1,100000,1,1
クラブ,sampleです,1029,sample,1,1,1,1,100000,1,1
バッグ,sampleです,1032,sample,1,1,1,1,100000,1,1
ロッド,sampleです,1037,sample,1,1,1,1,100000,1,1
リール,sampleです,1038,sample,1,1,1,1,100000,1,1
自転車本体,sampleです,1043,sample,1,1,1,1,100000,1,1
パーツ,sampleです,1045,sample,1,1,1,1,100000,1,1
ランニング,sampleです,1050,sample,1,1,1,1,100000,1,1
ウォーキング,sampleです,1051,sample,1,1,1,1,100000,1,1
ウェア,sampleです,1055,sample,1,1,1,1,100000,1,1
シューズ,sampleです,1056,sample,1,1,1,1,100000,1,1
ウェア,sampleです,1065,sample,1,1,1,1,100000,1,1
シューズ,sampleです,1066,sample,1,1,1,1,100000,1,1
ラケット(硬式用),sampleです,1072,sample,1,1,1,1,100000,1,1
ラケット(軟式用),sampleです,1073,sample,1,1,1,1,100000,1,1
ボード,sampleです,1081,sample,1,1,1,1,100000,1,1
バインディング,sampleです,1082,sample,1,1,1,1,100000,1,1
板,sampleです,1092,sample,1,1,1,1,100000,1,1
ブーツ(男性用),sampleです,1093,sample,1,1,1,1,100000,1,1
ダンス/バレエ,sampleです,1102,sample,1,1,1,1,100000,1,1
サーフィン,sampleです,1103,sample,1,1,1,1,100000,1,1
テント/タープ,sampleです,1114,sample,1,1,1,1,100000,1,1
ライト/ランタン,sampleです,1115,sample,1,1,1,1,100000,1,1
旅行用品,sampleです,1123,sample,1,1,1,1,100000,1,1
ピアス,sampleです,1125,sample,1,1,1,1,100000,1,1
イヤリング,sampleです,1126,sample,1,1,1,1,100000,1,1
バッグ(女性用),sampleです,1134,sample,1,1,1,1,100000,1,1
バッグ(男性用),sampleです,1135,sample,1,1,1,1,100000,1,1
アクセサリー(男性用),sampleです,1140,sample,1,1,1,1,100000,1,1
時計(女性用),sampleです,1141,sample,1,1,1,1,100000,1,1
キッチン用品,sampleです,1144,sample,1,1,1,1,100000,1,1
家具,sampleです,1145,sample,1,1,1,1,100000,1,1
クラフト/布製品,sampleです,1151,sample,1,1,1,1,100000,1,1
おもちゃ/人形,sampleです,1152,sample,1,1,1,1,100000,1,1
ファッション雑貨,sampleです,1154,sample,1,1,1,1,100000,1,1
スタイ/よだれかけ,sampleです,1155,sample,1,1,1,1,100000,1,1
各種パーツ,sampleです,1159,sample,1,1,1,1,100000,1,1
生地/糸,sampleです,1160,sample,1,1,1,1,100000,1,1
Ingress,sampleです,1163,sample,1,1,1,1,100000,1,1
クリエイターズ宇宙兄弟,sampleです,1164,sample,1,1,1,1,100000,1,1
男性アイドル,sampleです,1165,sample,1,1,1,1,100000,1,1
女性アイドル,sampleです,1166,sample,1,1,1,1,100000,1,1
サッカー,sampleです,1173,sample,1,1,1,1,100000,1,1
野球,sampleです,1174,sample,1,1,1,1,100000,1,1
ミュージカル,sampleです,1184,sample,1,1,1,1,100000,1,1
演劇,sampleです,1185,sample,1,1,1,1,100000,1,1
声優/アニメ,sampleです,1193,sample,1,1,1,1,100000,1,1
キッズ/ファミリー,sampleです,1194,sample,1,1,1,1,100000,1,1
邦画,sampleです,1197,sample,1,1,1,1,100000,1,1
洋画,sampleです,1198,sample,1,1,1,1,100000,1,1
遊園地/テーマパーク,sampleです,1200,sample,1,1,1,1,100000,1,1
美術館/博物館,sampleです,1201,sample,1,1,1,1,100000,1,1
ショッピング,sampleです,1210,sample,1,1,1,1,100000,1,1
レストラン/食事券,sampleです,1211,sample,1,1,1,1,100000,1,1
国内自動車本体,sampleです,1215,sample,1,1,1,1,100000,1,1
外国自動車本体,sampleです,1216,sample,1,1,1,1,100000,1,1
タイヤ/ホイールセット,sampleです,1217,sample,1,1,1,1,100000,1,1
ホイール,sampleです,1219,sample,1,1,1,1,100000,1,1
サスペンション,sampleです,1221,sample,1,1,1,1,100000,1,1
ブレーキ,sampleです,1222,sample,1,1,1,1,100000,1,1
車内アクセサリー,sampleです,1235,sample,1,1,1,1,100000,1,1
カーナビ,sampleです,1236,sample,1,1,1,1,100000,1,1
タイヤ,sampleです,1247,sample,1,1,1,1,100000,1,1
マフラー,sampleです,1248,sample,1,1,1,1,100000,1,1
ヘルメット/シールド,sampleです,1263,sample,1,1,1,1,100000,1,1
バイクウエア/装備,sampleです,1264,sample,1,1,1,1,100000,1,1
ペットフード,sampleです,1269,sample,1,1,1,1,100000,1,1
犬用品,sampleです,1270,sample,1,1,1,1,100000,1,1
菓子,sampleです,1279,sample,1,1,1,1,100000,1,1
米,sampleです,1280,sample,1,1,1,1,100000,1,1
コーヒー,sampleです,1288,sample,1,1,1,1,100000,1,1
ソフトドリンク,sampleです,1289,sample,1,1,1,1,100000,1,1
タオル/バス用品,sampleです,1299,sample,1,1,1,1,100000,1,1
日用品/生活雑貨,sampleです,1300,sample,1,1,1,1,100000,1,1
雑貨,sampleです,1305,sample,1,1,1,1,100000,1,1
工芸品,sampleです,1306,sample,1,1,1,1,100000,1,1
筆記具,sampleです,1310,sample,1,1,1,1,100000,1,1
ノート/メモ帳,sampleです,1311,sample,1,1,1,1,100000,1,1
オフィス用品一般,sampleです,1320,sample,1,1,1,1,100000,1,1
オフィス家具,sampleです,1321,sample,1,1,1,1,100000,1,1
